vessel_client,customer,date_plugged,time_plugged,container_number,operation_type,shipping_line,plugged_status,tonnage,set_point,date_out,location,days_on_plug,plugin_price,monitoring_price,electricity_unit_price,total_electricity,total
ACILA,MAERSKLINE,2024-07-11,15:50:00.000000000,MNBU0325015,Full OSS,MAERSKLINE,Full,26.44,-25,2024-07-17,LML,7,25.0,30.0,70.0,490.0,545.0
ACILA,MAERSKLINE,2024-07-11,17:25:00.000000000,MNBU0489024,Full OSS,MAERSKLINE,Partial,13.3,-25,2024-07-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-11,17:05:00.000000000,MNBU0579853,Full OSS,MAERSKLINE,Partial,16.44,-25,2024-07-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-11,17:20:00.000000000,MNBU3232180,Full OSS,MAERSKLINE,Partial,20.83,-25,2024-07-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-11,13:30:00.000000000,MNBU3542992,Full OSS,MAERSKLINE,Full,25.02,-25,2024-07-17,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-11,11:00:00.000000000,MNBU3818720,Full OSS,MAERSKLINE,Completed,19.27,-25,2024-07-16,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-11,11:20:00.000000000,MNBU4048080,Full OSS,MAERSKLINE,Full,24.73,-25,2024-07-16,LML,6,25.0,30.0,70.0,420.0,475.0
ACILA,MAERSKLINE,2024-07-11,11:30:00.000000000,MNBU4345107,Full OSS,MAERSKLINE,Completed,19.0,-25,2024-07-16,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-11,13:30:00.000000000,MNBU4356170,Full OSS,MAERSKLINE,Full,24.66,-25,2024-07-16,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-11,18:51:00.000000000,MSFU0001560,Full OSS,MAERSKLINE,Full,25.09,-60,2024-07-16,LML,6,25.0,30.0,110.0,660.0,715.0
JAI ALAI,MAERSKLINE,2024-07-11,23:04:00.000000000,MSFU0002340,Full OSS,MAERSKLINE,Partial,1.35,-60,2024-07-29,For Completion,18,25.0,0.0,110.0,1980.0,2005.0
JAI ALAI,MAERSKLINE,2024-07-11,22:00:00.000000000,MSFU0006367,Full OSS,MAERSKLINE,Full,25.59,-60,2024-07-16,LML,6,25.0,30.0,110.0,660.0,715.0
JAI ALAI,MAERSKLINE,2024-07-11,21:00:00.000000000,MSFU0006650,Full OSS,MAERSKLINE,Full,24.96,-60,2024-07-16,LML,6,25.0,30.0,110.0,660.0,715.0
DOLOMIEU,MAERSKLINE,2024-07-11,16:00:00.000000000,MWCU5269512,Full OSS,MAERSKLINE,Full,24.96,-25,2024-07-17,LML,7,25.0,30.0,70.0,490.0,545.0
IOT,MAERSKLINE,2024-07-12,16:55:00.000000000,MMAU1142703,Basic OSS,MAERSKLINE,Partial,13.86,-25,2024-07-13,For Completion,1,25.0,0.0,70.0,70.0,95.0
IOT,MAERSKLINE,2024-07-12,12:10:00.000000000,MNBU4242726,Basic OSS,MAERSKLINE,Full,24.82,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
IOT,MAERSKLINE,2024-07-12,16:46:00.000000000,SUDU6218848,Basic OSS,MAERSKLINE,Full,25.01,-25,2024-07-16,LML,5,25.0,30.0,70.0,350.0,405.0
OCEAN BASKET,MAERSKLINE,2024-07-12,16:43:00.000000000,MNBU3339136,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.559,-25,2024-07-16,LML,5,25.0,30.0,70.0,350.0,405.0
ACILA,MAERSKLINE,2024-07-12,15:30:00.000000000,MMAU1063986,Full OSS,MAERSKLINE,Completed,2.62,-25,2024-07-16,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-07-12,12:07:00.000000000,MNBU0052076,Full OSS,MAERSKLINE,Completed,20.52,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-12,15:10:00.000000000,MNBU0138267,Full OSS,MAERSKLINE,Full,27.75,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-12,17:15:00.000000000,MNBU0178526,Full OSS,MAERSKLINE,Partial,8.48,-25,2024-07-13,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2024-07-12,10:30:00.000000000,MNBU0489024,Full OSS,MAERSKLINE,Completed,13.13,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-12,10:05:00.000000000,MNBU0579853,Full OSS,MAERSKLINE,Completed,8.5,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
ACILA,MAERSKLINE,2024-07-12,15:32:00.000000000,MNBU3109010,Full OSS,MAERSKLINE,Full,24.92,-25,2024-07-16,LML,5,25.0,30.0,70.0,350.0,405.0
DOLOMIEU,MAERSKLINE,2024-07-12,11:10:00.000000000,MNBU3232180,Full OSS,MAERSKLINE,Completed,4.11,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-12,14:45:00.000000000,MNBU3430009,Full OSS,MAERSKLINE,Full,27.46,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-12,16:50:00.000000000,MNBU3753341,Full OSS,MAERSKLINE,Full,27.17,-25,2024-07-16,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-07-12,16:40:00.000000000,MNBU3857536,Full OSS,MAERSKLINE,Full,27.59,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-12,16:52:00.000000000,MNBU4046174,Full OSS,MAERSKLINE,Full,27.54,-25,2024-07-16,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-07-12,10:10:00.000000000,MNBU4163437,Full OSS,MAERSKLINE,Full,27.6,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-07-12,16:50:00.000000000,MNBU4350309,Full OSS,MAERSKLINE,Full,27.63,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-12,14:55:00.000000000,MNBU4362233,Full OSS,MAERSKLINE,Full,24.88,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-12,17:20:00.000000000,SUDU6037109,Full OSS,MAERSKLINE,Full,24.22,-35,2024-07-16,LML,5,25.0,30.0,100.0,500.0,555.0
JAI ALAI,MAERSKLINE,2024-07-12,17:10:00.000000000,SUDU6077626,Full OSS,MAERSKLINE,Partial,6.14,-25,2024-07-13,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-12,17:10:00.000000000,SUDU8074858,Full OSS,MAERSKLINE,Partial,10.42,-35,2024-07-13,For Completion,1,25.0,0.0,100.0,100.0,125.0
JAI ALAI,MAERSKLINE,2024-07-12,14:50:00.000000000,SUDU8220700,Full OSS,MAERSKLINE,Full,27.96,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-12,14:35:00.000000000,TLLU1200057,Full OSS,MAERSKLINE,Full,24.99,-25,2024-07-17,LML,6,25.0,30.0,70.0,420.0,475.0
IOT,MAERSKLINE,2024-07-13,10:35:00.000000000,MMAU1142703,Basic OSS,MAERSKLINE,Completed,11.13,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
IOT,MAERSKLINE,2024-07-13,17:10:00.000000000,MMAU1362544,Basic OSS,MAERSKLINE,Full,24.72,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
IOT,MAERSKLINE,2024-07-13,14:00:00.000000000,MNBU3929976,Basic OSS,MAERSKLINE,Full,24.83,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
IOT,MAERSKLINE,2024-07-13,13:00:00.000000000,SUDU8227005,Basic OSS,MAERSKLINE,Full,24.92,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
INPESCA S.A,MAERSKLINE,2024-07-13,12:00:00.000000000,MMAU1315917,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,8.833,-25,2024-07-17,LML,5,25.0,30.0,70.0,350.0,405.0
AMIRANTE,MAERSKLINE,2024-07-13,10:35:00.000000000,MNBU3112800,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.682,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-13,10:30:00.000000000,MNBU0178526,Full OSS,MAERSKLINE,Completed,19.0,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-13,14:19:00.000000000,MNBU0353465,Full OSS,MAERSKLINE,Full,27.8,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-13,16:10:00.000000000,MNBU3085535,Full OSS,MAERSKLINE,Full,27.78,-25,2024-07-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-07-13,11:30:00.000000000,MNBU3114778,Full OSS,MAERSKLINE,Full,27.14,-25,2024-07-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-07-13,16:10:00.000000000,MNBU3495247,Full OSS,MAERSKLINE,Full,27.56,-25,2024-07-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-07-13,17:00:00.000000000,MNBU3551335,Full OSS,MAERSKLINE,Partial,17.38,-25,2024-07-14,For Completion,1,25.0,0.0,70.0,70.0,95.0
JAI ALAI,MAERSKLINE,2024-07-13,14:00:00.000000000,MNBU4290494,Full OSS,MAERSKLINE,Full,27.12,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-13,14:00:00.000000000,MSWU0101743,Full OSS,MAERSKLINE,Full,27.85,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-13,17:12:00.000000000,MSWU1038481,Full OSS,MAERSKLINE,Partial,16.55,-25,2024-07-14,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-13,14:39:00.000000000,SUDU5183177,Full OSS,MAERSKLINE,Full,24.3,-35,2024-07-17,LML,5,25.0,30.0,100.0,500.0,555.0
JAI ALAI,MAERSKLINE,2024-07-13,10:40:00.000000000,SUDU6077626,Full OSS,MAERSKLINE,Completed,21.25,-25,2024-07-16,LML,4,25.0,30.0,70.0,280.0,335.0
DOLOMIEU,MAERSKLINE,2024-07-13,10:30:00.000000000,SUDU8074858,Full OSS,MAERSKLINE,Completed,14.06,-35,2024-07-16,LML,4,25.0,30.0,100.0,400.0,455.0
CCCS,CCCS,2024-07-13,12:15:00.000000000,MNBU3112800,Plugin,MAERSKLINE,Full,29.982,-25,2024-07-13,Plugin Only,0,25.0,0.0,0.0,0.0,25.0
ITSAS TXORI,MAERSKLINE,2024-07-14,11:30:00.000000000,MMAU1260820,Basic OSS,MAERSKLINE,Full,26.73,-25,2024-07-23,LML,10,25.0,30.0,70.0,700.0,755.0
ITSAS TXORI,MAERSKLINE,2024-07-14,13:52:00.000000000,MNBU3686686,Basic OSS,MAERSKLINE,Full,26.92,-25,2024-07-24,LML,11,25.0,30.0,70.0,770.0,825.0
ITSAS TXORI,MAERSKLINE,2024-07-14,14:30:00.000000000,MNBU4131070,Basic OSS,MAERSKLINE,Full,26.86,-25,2024-07-23,LML,10,25.0,30.0,70.0,700.0,755.0
TXORI TOKI,MAERSKLINE,2024-07-14,16:20:00.000000000,MNBU9079669,Basic OSS,MAERSKLINE,Partial,8.47,-25,2024-07-15,For Completion,1,25.0,0.0,70.0,70.0,95.0
ITSAS TXORI,MAERSKLINE,2024-07-14,12:10:00.000000000,MNBU9134489,Basic OSS,MAERSKLINE,Full,26.82,-25,2024-07-23,LML,10,25.0,30.0,70.0,700.0,755.0
ITSAS TXORI,MAERSKLINE,2024-07-14,16:05:00.000000000,SUDU8026021,Basic OSS,MAERSKLINE,Full,26.81,-25,2024-07-23,LML,10,25.0,30.0,70.0,700.0,755.0
ITSAS TXORI,MAERSKLINE,2024-07-14,16:10:00.000000000,TLLU1186766,Basic OSS,MAERSKLINE,Full,26.34,-25,2024-07-23,LML,10,25.0,30.0,70.0,700.0,755.0
JAI ALAI,MAERSKLINE,2024-07-14,16:25:00.000000000,MNBU0465151,Full OSS,MAERSKLINE,Full,27.37,-25,2024-07-16,LML,3,25.0,30.0,70.0,210.0,265.0
JAI ALAI,MAERSKLINE,2024-07-14,11:15:00.000000000,MNBU3551335,Full OSS,MAERSKLINE,Completed,7.72,-25,2024-07-17,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-14,15:50:00.000000000,MNBU4056423,Full OSS,MAERSKLINE,Partial,24.76,-25,2024-07-15,For Completion,1,25.0,0.0,70.0,70.0,95.0
JAI ALAI,MAERSKLINE,2024-07-14,11:30:00.000000000,MNBU4238006,Full OSS,MAERSKLINE,Full,27.79,-25,2024-07-16,LML,3,25.0,30.0,70.0,210.0,265.0
JAI ALAI,MAERSKLINE,2024-07-14,14:05:00.000000000,MNBU9090879,Full OSS,MAERSKLINE,Full,27.6,-25,2024-07-17,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-14,11:15:00.000000000,MSWU1038481,Full OSS,MAERSKLINE,Completed,11.15,-25,2024-07-17,LML,4,25.0,30.0,70.0,280.0,335.0
JAI ALAI,MAERSKLINE,2024-07-14,11:50:00.000000000,SUDU8028683,Full OSS,MAERSKLINE,Completed,7.88,-25,2024-07-17,LML,4,25.0,30.0,70.0,280.0,335.0
TXORI TOKI,MAERSKLINE,2024-07-15,16:15:00.000000000,MNBU0434145,Basic OSS,MAERSKLINE,Full,26.82,-25,2024-07-23,LML,9,25.0,30.0,70.0,630.0,685.0
ITSAS TXORI,MAERSKLINE,2024-07-15,17:25:00.000000000,MNBU3033130,Basic OSS,MAERSKLINE,Partial,6.63,-25,2024-07-16,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI TOKI,MAERSKLINE,2024-07-15,15:40:00.000000000,MNBU3540433,Basic OSS,MAERSKLINE,Full,26.96,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
ITSAS TXORI,MAERSKLINE,2024-07-15,15:45:00.000000000,MNBU3753927,Basic OSS,MAERSKLINE,Full,26.72,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
ITSAS TXORI,MAERSKLINE,2024-07-15,11:15:00.000000000,MNBU3803695,Basic OSS,MAERSKLINE,Full,26.88,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
TXORI TOKI,MAERSKLINE,2024-07-15,13:32:00.000000000,MNBU9079669,Basic OSS,MAERSKLINE,Completed,18.25,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
TXORI TOKI,MAERSKLINE,2024-07-15,17:10:00.000000000,SUDU6062550,Basic OSS,MAERSKLINE,Partial,22.05,-25,2024-07-16,For Completion,1,25.0,0.0,70.0,70.0,95.0
ITSAS TXORI,MAERSKLINE,2024-07-15,16:10:00.000000000,SUDU6262455,Basic OSS,MAERSKLINE,Full,26.81,-25,2024-07-23,LML,9,25.0,30.0,70.0,630.0,685.0
ITSAS TXORI,MAERSKLINE,2024-07-15,13:30:00.000000000,SUDU8147717,Basic OSS,MAERSKLINE,Full,26.75,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
TXORI TOKI,MAERSKLINE,2024-07-15,13:35:00.000000000,SUDU8205840,Basic OSS,MAERSKLINE,Full,26.82,-25,2024-07-23,LML,9,25.0,30.0,70.0,630.0,685.0
ITSAS TXORI,MAERSKLINE,2024-07-15,17:17:00.000000000,TLLU1177532,Basic OSS,MAERSKLINE,Partial,22.13,-25,2024-07-16,For Completion,1,25.0,0.0,70.0,70.0,95.0
JAI ALAI,MAERSKLINE,2024-07-15,10:27:00.000000000,MNBU4056423,Full OSS,MAERSKLINE,Completed,3.13,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
JAI ALAI,MAERSKLINE,2024-07-15,16:58:00.000000000,SUDU8105650,Full OSS,MAERSKLINE,Full,12.68,-25,2024-07-24,LML,10,25.0,30.0,70.0,700.0,755.0
TXORI TOKI,MAERSKLINE,2024-07-16,14:15:00.000000000,MMAU1354852,Basic OSS,MAERSKLINE,Full,27.0,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-16,19:50:00.000000000,MNBU0348807,Basic OSS,MAERSKLINE,Partial,20.43,-25,2024-07-17,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRACO,MAERSKLINE,2024-07-16,17:33:00.000000000,MNBU0349104,Basic OSS,MAERSKLINE,Full,26.74,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI TOKI,MAERSKLINE,2024-07-16,17:55:00.000000000,MNBU0407941,Basic OSS,MAERSKLINE,Partial,21.26,-25,2024-07-18,For Completion,2,25.0,0.0,70.0,140.0,165.0
ITSAS TXORI,MAERSKLINE,2024-07-16,16:55:00.000000000,MNBU3033130,Basic OSS,MAERSKLINE,Completed,20.34,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI TOKI,MAERSKLINE,2024-07-16,14:05:00.000000000,MNBU3313384,Basic OSS,MAERSKLINE,Full,26.99,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI TOKI,MAERSKLINE,2024-07-16,17:20:00.000000000,MNBU3351126,Basic OSS,MAERSKLINE,Full,26.6,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-16,19:15:00.000000000,MNBU3478698,Basic OSS,MAERSKLINE,Partial,5.37,-25,2024-07-17,For Completion,1,25.0,0.0,70.0,70.0,95.0
ITSAS TXORI,MAERSKLINE,2024-07-16,18:30:00.000000000,MNBU4268593,Basic OSS,MAERSKLINE,Full,26.82,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-16,16:25:00.000000000,MNBU9106070,Basic OSS,MAERSKLINE,Full,26.91,-25,2024-07-24,LML,9,25.0,30.0,70.0,630.0,685.0
DRACO,MAERSKLINE,2024-07-16,18:00:00.000000000,MWCU5312985,Basic OSS,MAERSKLINE,Full,26.99,-25,2024-07-24,LML,9,25.0,30.0,70.0,630.0,685.0
DRACO,MAERSKLINE,2024-07-16,11:50:00.000000000,SUDU6044094,Basic OSS,MAERSKLINE,Full,26.86,-25,2024-07-24,LML,9,25.0,30.0,70.0,630.0,685.0
TXORI TOKI,MAERSKLINE,2024-07-16,10:30:00.000000000,SUDU6062550,Basic OSS,MAERSKLINE,Completed,4.89,-25,2024-07-24,LML,9,25.0,30.0,70.0,630.0,685.0
DRACO,MAERSKLINE,2024-07-16,17:50:00.000000000,SUDU6137279,Basic OSS,MAERSKLINE,Full,26.85,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-16,14:10:00.000000000,SUDU6224408,Basic OSS,MAERSKLINE,Full,26.96,-25,2024-07-23,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI TOKI,MAERSKLINE,2024-07-16,16:50:00.000000000,TEMU9757789,Basic OSS,MAERSKLINE,Full,26.93,-25,2024-07-24,LML,9,25.0,30.0,70.0,630.0,685.0
ITSAS TXORI,MAERSKLINE,2024-07-16,11:15:00.000000000,TLLU1177532,Basic OSS,MAERSKLINE,Completed,4.74,-25,2024-07-24,LML,9,25.0,30.0,70.0,630.0,685.0
ITSAS TXORI,MAERSKLINE,2024-07-17,08:55:00.000000000,MNBU0348807,Basic OSS,MAERSKLINE,Completed,6.57,-25,2024-07-23,LML,7,25.0,30.0,70.0,490.0,545.0
ITSAS TXORI,MAERSKLINE,2024-07-17,15:00:00.000000000,MNBU3478698,Basic OSS,MAERSKLINE,Completed,21.58,-25,2024-07-24,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-17,15:30:00.000000000,MNBU3742590,Basic OSS,MAERSKLINE,Full,26.91,-25,2024-07-24,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-17,17:20:00.000000000,MNBU3975502,Basic OSS,MAERSKLINE,Full,26.98,-25,2024-07-24,LML,8,25.0,30.0,70.0,560.0,615.0
ITSAS TXORI,MAERSKLINE,2024-07-17,10:02:00.000000000,MNBU4283915,Basic OSS,MAERSKLINE,Full,26.93,-25,2024-07-23,LML,7,25.0,30.0,70.0,490.0,545.0
ITSAS TXORI,MAERSKLINE,2024-07-17,16:30:00.000000000,MNBU9099916,Basic OSS,MAERSKLINE,Full,26.96,-25,2024-07-23,Cross Stuffing,7,25.0,30.0,70.0,490.0,545.0
ITSAS TXORI,MAERSKLINE,2024-07-17,15:15:00.000000000,SUDU8008861,Basic OSS,MAERSKLINE,Full,26.79,-25,2024-07-24,LML,8,25.0,30.0,70.0,560.0,615.0
AMIRANTE,MAERSKLINE,2024-07-17,16:20:00.000000000,MNBU3327428,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.396,-25,2024-07-24,LML,8,25.0,30.0,70.0,560.0,615.0
AMIRANTE,MAERSKLINE,2024-07-17,15:50:00.000000000,MNBU9152522,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.191,-25,2024-07-23,LML,7,25.0,30.0,70.0,490.0,545.0
TXORI TOKI,MAERSKLINE,2024-07-18,13:00:00.000000000,MNBU0407941,Basic OSS,MAERSKLINE,Completed,5.67,-25,2024-07-23,LML,6,25.0,30.0,70.0,420.0,475.0
OCEAN BASKET,OCEAN BASKET,2024-07-18,13:58:00.000000000,TTNU8274095,CCCS Stuffing and Plugin,CMA CGM,Full,27.005,-25,2024-07-22,LML,5,25.0,30.0,70.0,350.0,405.0
BERNICA,MAERSKLINE,2024-07-18,12:50:00.000000000,MNBU0190542,Full OSS,MAERSKLINE,Full,24.68,-25,2024-07-24,LML,7,25.0,30.0,70.0,490.0,545.0
BERNICA,MAERSKLINE,2024-07-18,14:35:00.000000000,MNBU0575903,Full OSS,MAERSKLINE,Full,24.75,-25,2024-07-23,LML,6,25.0,30.0,70.0,420.0,475.0
BERNICA,MAERSKLINE,2024-07-18,13:41:00.000000000,MNBU4034996,Full OSS,MAERSKLINE,Full,24.77,-25,2024-07-24,LML,7,25.0,30.0,70.0,490.0,545.0
BERNICA,MAERSKLINE,2024-07-18,12:22:00.000000000,SUDU8237153,Full OSS,MAERSKLINE,Full,25.8,-25,2024-07-24,LML,7,25.0,30.0,70.0,490.0,545.0
BERNICA,MAERSKLINE,2024-07-18,11:43:00.000000000,TLLU1173310,Full OSS,MAERSKLINE,Full,24.84,-25,2024-07-24,LML,7,25.0,30.0,70.0,490.0,545.0
BERNICA,MAERSKLINE,2024-07-18,17:05:00.000000000,TLLU1206121,Full OSS,MAERSKLINE,Partial,18.51,-25,2024-07-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
PLAYA DE RIS,PEVASA,2024-07-18,11:39:00.000000000,AMCU9390089,Stuffing and Plugin,CMA CGM,Full,26.95,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE RIS,PEVASA,2024-07-18,16:52:00.000000000,BMOU9645620,Stuffing and Plugin,CMA CGM,Full,26.61,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE RIS,PEVASA,2024-07-18,13:05:00.000000000,CGMU4995436,Stuffing and Plugin,CMA CGM,Full,26.86,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE RIS,PEVASA,2024-07-18,17:07:00.000000000,CGMU5612995,Stuffing and Plugin,CMA CGM,Partial,26.25,-25,2024-07-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
PLAYA DE RIS,PEVASA,2024-07-18,16:59:00.000000000,CXRU1527389,Stuffing and Plugin,CMA CGM,Full,26.98,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE RIS,PEVASA,2024-07-18,15:55:00.000000000,TEMU9250829,Stuffing and Plugin,CMA CGM,Full,26.96,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE RIS,PEVASA,2024-07-18,13:17:00.000000000,TRIU8054182,Stuffing and Plugin,CMA CGM,Full,26.98,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE RIS,PEVASA,2024-07-18,14:10:00.000000000,TTNU8920488,Stuffing and Plugin,CMA CGM,Full,27.0,-25,2024-07-26,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2024-07-19,13:05:00.000000000,MNBU3314626,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.365,-25,2024-07-24,LML,6,25.0,30.0,70.0,420.0,475.0
BERNICA,MAERSKLINE,2024-07-19,14:35:00.000000000,MNBU3638100,Full OSS,MAERSKLINE,Full,14.27,-25,2024-07-23,LML,5,25.0,30.0,70.0,350.0,405.0
BERNICA,MAERSKLINE,2024-07-19,11:39:00.000000000,MNBU4275972,Full OSS,MAERSKLINE,Full,24.68,-25,2024-07-24,LML,6,25.0,30.0,70.0,420.0,475.0
BERNICA,MAERSKLINE,2024-07-19,08:39:00.000000000,TLLU1206121,Full OSS,MAERSKLINE,Completed,6.17,-25,2024-07-24,LML,6,25.0,30.0,70.0,420.0,475.0
PLAYA DE RIS,PEVASA,2024-07-19,15:29:00.000000000,BMOU9707151,Stuffing and Plugin,CMA CGM,Full,26.82,-25,2024-07-26,LML,8,25.0,30.0,70.0,560.0,615.0
ARTZA,ATUNSA,2024-07-19,15:00:00.000000000,BMOU9740798,Stuffing and Plugin,CMA CGM,Full,26.54,-25,2024-07-26,LML,8,25.0,30.0,70.0,560.0,615.0
ARTZA,ATUNSA,2024-07-19,16:15:00.000000000,CGMU5181157,Stuffing and Plugin,CMA CGM,Full,26.58,-25,2024-07-26,LML,8,25.0,30.0,70.0,560.0,615.0
ARTZA,ATUNSA,2024-07-19,16:15:00.000000000,CGMU5193311,Stuffing and Plugin,CMA CGM,Full,26.37,-25,2024-07-26,LML,8,25.0,30.0,70.0,560.0,615.0
ARTZA,ATUNSA,2024-07-19,16:10:00.000000000,CGMU5309021,Stuffing and Plugin,CMA CGM,Full,26.4,-25,2024-07-26,LML,8,25.0,30.0,70.0,560.0,615.0
PLAYA DE RIS,PEVASA,2024-07-19,13:59:00.000000000,CGMU5320400,Stuffing and Plugin,CMA CGM,Full,27.0,-25,2024-07-26,LML,8,25.0,30.0,70.0,560.0,615.0
ARTZA,ATUNSA,2024-07-19,17:18:00.000000000,CGMU5453300,Stuffing and Plugin,CMA CGM,Partial,20.06,-25,2024-07-20,For Completion,1,25.0,0.0,70.0,70.0,95.0
